Name,Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Skill,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control
Charlie Carter,234,45,45,40,61,43,289,61,57,51,58,62
Gastón Suso,174,33,24,54,32,31,173,35,31,31,35,41
Robert Grecu,249,58,53,40,57,41,236,56,43,34,42,61
Barry Maguire,163,30,20,55,32,26,139,25,28,24,30,32
Jamie Soule,267,43,66,55,55,48,228,57,42,37,37,55
Emanuel Montejano,258,36,67,62,52,41,228,55,48,33,37,55
Joel Waterman,185,29,20,60,54,22,168,29,28,24,53,34
Marcelo Miño,62,10,8,12,25,7,70,5,13,14,24,14
Abdullah Majrashi,239,46,39,48,63,43,264,60,40,44,59,61
Boris Mathis,268,41,61,56,51,59,255,66,59,42,35,53
Tobías Donsanti,258,37,64,58,48,51,237,54,47,36,41,59
Joey Jones,231,37,44,55,59,36,244,57,37,33,57,60
Natanael Ntolla Thio,246,30,68,59,48,41,221,65,38,33,34,51
Izaack Powell,234,53,49,49,52,31,227,56,31,35,49,56
Andy Burbano,256,62,51,48,64,31,249,55,41,36,59,58
Yannick Brugger,214,37,33,61,56,27,187,41,29,22,53,42
Jordan Slew,266,53,56,55,46,56,221,59,33,40,32,57
Harrison Ashby,207,54,29,50,45,29,223,52,45,36,40,50
Jordi van Stappershoef,66,13,5,14,25,9,67,9,11,14,20,13
Kasper Thiesson Kristensen,64,14,8,12,25,5,83,12,13,11,28,19
Kyle Jameson,187,36,22,62,36,31,168,34,33,30,35,36
Hassan Tombakti,173,22,22,55,44,30,149,21,23,31,41,33
George Nurse,243,57,52,37,54,43,270,60,55,49,51,55
Jonas Dakir,63,11,7,14,23,8,71,6,12,11,25,17
Thomas Secchi,59,10,7,13,23,6,67,8,13,12,21,13
Diego Rodríguez,228,51,33,57,56,31,200,40,29,33,47,51
Ruofan Liu,254,52,54,54,53,41,262,56,56,50,47,53
Cyril Zabou,228,39,46,22,58,63,287,69,64,42,44,68
Mao Hosoya,248,37,62,67,41,41,222,54,42,36,32,58
Peter Bjur,251,55,51,45,60,40,246,56,41,37,56,56
Magnus Norman,84,14,10,19,26,15,83,12,15,13,23,20
Stéphane Zobo,256,34,65,65,45,47,227,55,46,34,38,54
Feng Han,108,13,14,20,44,17,113,24,19,14,43,13
Óscar Millán,264,41,65,62,51,45,226,58,43,32,40,53
Kosovar Sadiki,201,33,28,59,44,37,181,41,29,36,43,32
Emanuel Cuevas,264,58,49,47,63,47,296,64,56,52,57,67
James Tilley,246,57,52,32,57,48,296,59,64,66,49,58
Daniel Wilmering,217,55,32,44,57,29,231,53,45,32,50,51
Cendrim Kameraj,218,55,36,47,46,34,210,61,36,28,29,56
Mohammed Al Wakid,97,17,14,18,28,20,117,18,16,20,41,22
Fahad Al Harbi,174,31,16,52,46,29,159,27,31,22,41,38
Max Fenger,242,32,57,58,53,42,222,54,39,38,35,56
Levente Bősz,71,12,11,16,23,9,78,11,15,14,20,18
Elis Isufi,196,43,25,53,47,28,185,45,34,28,31,47
Joël van Kaam,242,56,59,33,51,43,275,67,55,41,47,65
Yahia Fofana,51,11,5,14,15,6,67,7,14,10,24,12
Kyle Callan-McFadden,210,43,23,56,58,30,227,51,32,37,54,53
Ross Marshall,226,43,39,49,56,39,249,54,47,38,54,56
Jordan Brown,192,40,30,55,45,22,193,55,31,30,28,49
Akin Famewo,174,26,23,50,50,25,179,41,28,20,44,46
Tom Holmes,184,28,20,56,56,24,185,36,26,25,54,44
Giuseppe Cuomo,162,24,12,58,38,30,129,25,21,25,32,26
Oliver Villadsen,220,53,37,44,52,34,229,58,47,30,34,60
Alexander Nadj,96,13,14,15,37,17,92,14,9,14,35,20
Alan Kerouedan,271,54,63,61,55,38,235,59,37,29,52,58
Jack Hindle,236,28,60,48,46,54,219,55,48,27,35,54
Jared Stroud,255,48,52,45,65,45,263,57,44,43,62,57
Taylor Allen,249,50,55,47,53,44,245,57,45,43,45,55
Karim Saab,203,55,28,49,45,26,187,37,32,28,45,45
Felix Seiwald,216,53,26,56,55,26,211,44,32,35,46,54
Marcel Tanzmayr,262,47,61,51,52,51,242,56,46,45,37,58
Toby Savin,71,13,11,13,23,11,76,11,13,11,22,19
Ollie Kensdale,190,38,19,55,51,27,177,40,22,29,42,44
Alaa Al Hajji,271,48,53,58,59,53,292,58,52,56,64,62
Ștefan Cană,167,30,19,51,42,25,145,28,21,26,32,38
Oliver Petersen,67,12,9,11,26,9,58,5,12,10,20,11
Kosta Petratos,234,51,51,39,55,38,251,58,42,39,56,56
Jesse Edem Tugbenyo,240,52,31,65,63,29,246,55,42,31,57,61
Sebastian Bîrsan,227,45,45,34,58,45,288,61,54,59,55,59
Kashifu Bangunagande,205,54,24,49,50,28,212,52,32,30,47,51
Jack Emmett,239,50,44,41,60,44,256,56,49,38,58,55
Joshua Wehking,55,11,9,6,20,9,81,13,12,10,29,17
Thomas Mayer,237,54,57,39,43,44,259,63,56,38,36,66
Bartłomiej Wdowik,190,48,32,43,43,24,184,53,35,29,22,45
Georgie Kelly,269,34,58,61,60,56,224,51,49,29,40,55
Luke Spokes,252,49,49,55,59,40,249,57,38,40,57,57
Gwang Hoon Chae,184,48,22,44,49,21,200,33,29,35,47,56
Joel Quintero,189,36,25,52,49,27,185,31,35,26,45,48
Amar Sejdič,250,49,49,46,61,45,275,59,53,51,54,58
Innes Cameron,266,49,60,65,58,34,254,59,41,40,54,60
Abdulaziz Majrashi,201,39,25,46,57,34,232,48,39,35,53,57
Daiju Sasaki,252,51,51,53,60,37,255,60,44,33,56,62
Martin Smith,249,51,48,48,60,42,274,57,54,46,58,59
Guoming Wang,99,20,12,19,30,18,92,15,20,15,21,21
Tate Schmitt,268,50,57,54,53,54,247,60,49,43,36,59
Karl Moore,233,55,49,40,53,36,264,55,58,53,44,54
Erik Holt,162,24,23,58,41,16,130,23,18,24,32,33
Kevin Harr,60,9,7,14,24,6,52,8,12,10,11,11
Nicolás Sansotre,190,51,20,44,52,23,203,45,35,27,45,51
Daouda Gueye,253,26,56,69,47,55,190,54,31,22,28,55
Keigo Tsunemoto,203,52,21,52,53,25,193,36,29,30,47,51
Alex O'Hanlon,264,56,54,46,58,50,279,56,55,56,54,58
Curtis Anderson,51,12,6,12,15,6,62,9,11,11,18,13
Pacifique Niyongabire,203,43,44,38,43,35,253,65,42,41,44,61
Kristian Arnstad,215,40,38,32,66,39,311,61,60,62,63,65
Abdourahmane Barry,169,30,22,58,28,31,142,31,26,27,30,28
Jung In Park,232,49,34,48,62,39,255,58,48,34,58,57
Bismar Castro,58,14,6,14,19,5,63,7,12,11,20,13
Alessandro Kräuchi,234,54,43,44,59,34,244,59,35,40,52,58
Taras Gomulka,254,52,44,54,58,46,261,53,47,47,56,58
Sven Mijnans,264,49,57,51,61,46,273,56,55,46,57,59
Fernando Cosciuc,172,28,25,62,33,24,152,29,28,31,27,37
Tom Scully,238,46,51,40,62,39,287,59,58,48,61,61
Cristóbal Marín,235,37,38,57,66,37,238,47,39,38,62,52
Mikael Tørset Johnsen,241,34,50,60,56,41,233,60,37,28,50,58
Ben Lederman,266,56,49,46,63,52,294,59,54,58,62,61
Darragh Markey,262,56,53,39,57,57,280,58,56,55,54,57
Sam Sherring,183,32,23,58,43,27,182,41,33,28,36,44
Elias K. Hagen,236,44,47,41,65,39,268,58,46,47,58,59
Merveille Papela,257,59,40,48,60,50,264,57,45,41,63,58
Ryan Connolly,262,55,48,49,61,49,284,55,60,56,56,57
Taulant Seferi,233,35,56,54,44,44,243,63,45,41,32,62
Andri Fannar Baldursson,242,44,34,62,67,35,268,59,48,40,63,58
Antonio Castillo,197,46,36,47,40,28,206,59,39,33,29,46
Benedikt Zahn,256,28,62,65,51,50,196,51,40,24,25,56
Taylan Özgün,260,33,66,61,49,51,233,54,48,40,38,53
Daniel Devine,231,52,42,39,62,36,245,56,40,33,58,58
Alejandro Maciel,169,28,21,54,36,30,168,36,30,31,31,40
Stefano Turati,61,11,6,13,24,7,68,7,11,13,20,17
Georges Mukumbilwa,213,44,38,35,59,37,234,49,41,39,57,48
Andre Reynolds II,202,49,27,45,55,26,226,53,47,25,51,50
Álvaro Delgado,225,32,52,46,60,35,259,61,38,38,58,64
Batuhan Kırdaroğlu,258,53,59,42,52,52,263,67,47,41,46,62
Jamie Barjonas,231,46,36,51,67,31,267,60,39,44,62,62
Morgan Williams,182,24,24,59,51,24,188,39,28,23,48,50
Elias Sierra,236,38,52,38,66,42,282,60,50,52,62,58
Samuel Asoma,212,45,27,56,58,26,248,48,48,43,52,57
Baptiste Roux,193,30,24,62,51,26,179,31,31,27,44,46
Yousef Al Harbi,206,42,33,49,57,25,242,56,45,30,56,55
Ayman Al Hejaili,226,51,45,38,55,37,261,58,48,49,49,57
Lars Coveliers,207,33,23,59,61,31,224,42,36,42,57,47
Alex Negrea,191,48,28,47,46,22,201,51,41,33,32,44
Aljaž Casar,232,47,39,47,60,39,283,60,62,41,58,62
Ivan Mihaljević,190,34,22,60,45,29,165,37,28,25,35,40
Abdullah Al Samtai,221,46,30,46,56,43,225,45,43,33,57,47
Stefano Guidotti,232,43,48,43,59,39,253,57,46,35,57,58
Adam Roscrow,254,40,60,58,46,50,235,54,44,45,38,54
Antonis Aidonis,188,33,25,56,39,35,184,38,35,31,40,40
Harry Crookside,215,46,38,43,62,26,236,51,33,35,58,59
Jorge Rengifo,233,27,57,50,51,48,239,62,47,33,39,58
Marius Liesegang,54,11,6,12,17,8,77,8,14,12,25,18
Nikola Tzanev,70,10,8,12,30,10,79,11,12,11,27,18
Tomás Durso,56,12,5,13,17,9,78,14,10,14,29,11
Facundo Trinidad,255,52,57,43,66,37,256,61,42,35,63,55
Stefan Čolović,238,59,46,39,52,42,274,60,56,58,46,54
Ilya Golosov,203,52,33,53,34,31,207,58,41,38,26,44
Andrés Catalán,206,47,23,56,53,27,208,41,29,36,50,52
Aleksander Paluszek,181,30,25,58,44,24,149,31,25,22,29,42
Shiyuan Yang,211,50,30,53,49,29,237,54,43,43,43,54
Senne Lammens,76,14,10,14,30,8,86,15,12,11,29,19
Lucas Margueron,69,14,8,13,26,8,73,10,13,13,22,15
Ryan Cassidy,257,39,60,52,53,53,237,56,47,36,40,58
Ricardo García,250,45,38,58,62,47,268,56,41,50,68,53
Tiago Cantoro,258,39,56,58,61,44,195,60,32,20,21,62
Luis Barraza,64,13,8,14,24,5,72,7,14,13,19,19
Tyreke Wilson,206,53,28,44,50,31,215,55,41,37,32,50
José Serrano,248,37,57,53,51,50,232,52,40,41,39,60
Ali Al Salem,183,51,19,44,52,17,206,51,30,26,49,50
Bradley M'Bondo,192,40,25,55,51,21,170,31,26,31,44,38
Ali Majrashi,216,50,28,48,45,45,176,49,27,29,23,48
Luis Rangel,201,29,29,56,51,36,184,33,35,28,31,57
Jan Shcherbakovski,227,53,46,37,50,41,247,65,51,32,46,53
Yasufumi Nishimura,259,54,42,61,61,41,265,59,38,52,58,58
Rob Howard,205,46,32,48,53,26,215,52,38,30,43,52
Andreas Hirtlreiter,250,56,56,30,57,51,240,61,47,43,30,59
Kaisei Ishii,286,55,63,45,62,61,261,58,52,39,56,56
Yasin Dülger,274,51,67,55,49,52,272,68,51,47,46,60
Jakob Münzner,224,52,32,49,63,28,241,48,40,33,58,62
David Webster,231,53,40,60,55,23,217,48,22,40,53,54
Marcos Arturia,257,40,57,62,48,50,229,55,45,37,37,55
Simon Beccari,61,14,8,12,20,7,79,11,10,11,28,19
Aimar Sher,221,42,41,36,63,39,260,58,45,42,56,59
Aaron Martin,231,30,58,59,43,41,217,56,37,35,34,55
Kristoffer Askildsen,242,46,40,53,61,42,270,59,52,39,58,62
Moritz Jenz,193,33,27,59,46,28,168,44,25,22,39,38
Allan Linguet,199,47,30,47,45,30,192,55,32,32,34,39
Eun Soo Lim,192,35,29,40,63,25,244,51,34,39,61,59
Min Ho Kim,60,13,5,10,23,9,62,6,12,14,15,15
Grégory Coelho,197,45,29,53,42,28,225,59,38,36,39,53
Edison Penilla,178,27,22,47,59,23,181,39,28,25,30,59
Janis Hanek,215,36,41,37,62,39,250,54,41,37,59,59
Ciaran Kilduff,256,32,57,64,46,57,231,54,50,38,33,56
Aubin Long,57,10,6,13,23,5,74,8,10,14,26,16
Sebastian Müller,235,28,60,56,53,38,211,53,37,31,38,52
Mark McGinley,66,13,15,11,15,12,83,12,19,15,13,24
Kai Lukas Stratznig,221,43,33,46,64,35,242,52,38,36,59,57
Luis Rojas,237,48,51,41,62,35,249,57,37,40,55,60
Kélian Nsona,233,55,57,33,47,41,238,61,47,36,33,61
Dennis Adeniran,257,44,52,56,65,40,228,54,31,28,59,56
Michael Barker,254,54,44,57,56,43,236,54,43,35,52,52
Mees Hilgers,205,33,40,56,50,26,202,39,30,27,59,47
Chapal Palan,261,60,38,59,58,46,267,51,53,51,57,55
Halldor Stenevik,239,57,51,38,54,39,252,58,48,41,46,59
Zak Brunt,237,42,54,33,56,52,285,63,58,51,52,61
Cian Coleman,259,53,51,53,58,44,268,57,53,44,55,59
Jamie Hamilton,166,22,23,56,43,22,156,30,26,25,37,38
Daniel Klein,62,10,8,12,26,6,63,9,7,9,24,14
Saeed Al Dosari,236,53,40,45,58,40,260,55,50,39,54,62
Alibek Aliev,252,27,62,63,52,48,201,52,33,36,28,52
Philipp Sturm,237,44,52,43,60,38,243,56,39,35,55,58
Omesh Patla,268,57,51,48,59,53,289,55,61,64,51,58
Josh Griffiths,56,13,8,12,18,5,75,13,14,14,19,15
Leomar Mosquera,222,32,53,39,60,38,246,58,36,42,56,54
Patrick Seagrist,215,60,41,35,54,25,231,49,53,30,48,51
Danny Musovski,240,25,64,53,58,40,207,50,34,31,32,60
Dhwanil Singhal,249,49,45,54,50,51,244,54,47,41,51,51
Jan Ras,259,52,48,53,65,41,273,58,47,48,60,60
David Gallardo,248,56,45,36,60,51,259,63,47,37,51,61
Ionuț Șerban,204,36,30,40,64,34,226,49,33,35,57,52
Juan Cataldi,286,62,58,44,60,62,283,61,59,42,58,63
Nicolas Tié,63,11,8,12,25,7,58,5,12,10,21,10
Godson Kyeremeh,226,46,45,41,46,48,263,66,47,36,48,66
Georgios Vagiannidis,222,48,41,48,47,38,206,45,42,35,42,42
Edgar López,259,56,54,39,59,51,276,57,58,43,58,60
Rauf Öktem,244,48,44,54,66,32,268,60,44,43,60,61
Paris Maghoma,241,46,41,44,66,44,264,58,46,47,60,53
Manuel Trías,216,41,32,52,57,34,196,39,38,23,41,55
Hasan Yurtseven,266,54,48,45,66,53,300,64,52,48,72,64
Billy Koumetio,192,33,29,54,48,28,172,31,36,28,40,37
Eduardo Bravo,59,14,9,12,16,8,67,11,10,12,20,14
Evangelos Patoulidis,255,38,56,52,56,53,274,63,47,48,51,65
José Paradela,260,48,53,48,62,49,291,64,58,47,60,62
Gabriel Șerban,249,49,48,53,58,41,278,59,55,48,54,62
Héctor Holguín,77,10,8,15,35,9,87,11,15,10,35,16
Paul-Philipp Besong,241,30,58,59,50,44,188,50,31,25,28,54
Le Sun,89,15,17,12,28,17,87,19,16,13,20,19
Aaron Drinan,238,32,59,52,49,46,232,61,51,28,35,57
Carlos Moreno,69,12,8,12,28,9,74,14,13,13,18,16
Shunta Tanaka,185,36,23,53,48,25,183,32,28,30,41,52
Soo Il Park,226,47,31,52,63,33,250,63,31,39,55,62
Jonathan Viscosi,58,11,7,12,20,8,62,8,11,11,19,13
Kazuya Konno,238,53,51,31,55,48,268,62,46,49,51,60
Jaimy Kroesen,85,14,11,14,34,12,66,14,11,14,15,12
Carlos Canales,257,49,48,59,62,39,245,47,39,39,60,60
Nicolás Andereggen,248,35,56,47,52,58,253,60,51,36,49,57
Elias Oubella,196,37,24,57,56,22,204,41,35,30,52,46
David Titov,202,55,30,32,58,27,196,62,28,26,30,50
Seong-Hoon Cheon,258,34,60,66,53,45,207,53,39,29,27,59
Jefferson Arce,255,40,60,55,60,40,233,58,40,35,45,55
Mathias Kvistgaarden,243,42,63,44,45,49,243,57,46,41,38,61
Kyle Adams,179,47,48,37,26,21,179,46,33,34,26,40
Emeka Obi,190,22,21,65,54,28,155,27,27,21,40,40
Durvish Raghavan,270,48,55,62,51,54,250,48,53,52,40,57
Will Dennis,54,12,7,11,17,7,72,11,12,11,25,13
Tim Walbrecht,222,38,28,61,58,37,229,52,38,33,52,54
Branco Provoste,260,49,59,40,65,47,292,61,56,54,56,65
Cristian Núñez,243,56,41,41,54,51,269,64,50,48,47,60
Ho Seok Lee,261,43,61,54,64,39,243,56,36,37,59,55
Tetsushi Yamakawa,181,30,18,61,45,27,161,25,26,23,42,45
Ianoș Brînză,64,11,7,12,26,8,63,9,11,10,22,11
Agostino Spina,252,51,40,49,64,48,286,57,58,48,60,63
Yannick Touré,246,37,58,56,46,49,225,59,47,35,30,54
Bourama Fomba,151,13,14,53,45,26,116,19,19,13,31,34
Michael Luyambula,64,12,7,13,24,8,82,13,12,10,32,15
Álvaro Gracés,201,29,28,56,55,33,214,39,35,36,42,62
Rafał Strączek,69,14,6,13,28,8,63,5,10,12,18,18
Luca Mack,205,42,19,58,64,22,190,31,31,23,62,43
Davide Riccardi,157,26,26,45,30,30,148,32,22,23,28,43
Robert Dadok,253,41,55,61,52,44,253,55,49,41,51,57
Jairo Otero,257,47,53,55,51,51,244,49,49,43,48,55
Dylan Pierias,217,53,53,36,54,21,219,54,32,34,47,52
Álex Vázquez,236,39,50,47,62,38,237,54,36,37,55,55
Juan García,230,38,48,39,66,39,265,57,47,39,60,62
Leon Müller,240,48,55,35,60,42,282,58,49,56,58,61
Ezequiel Escobar,247,36,54,55,51,51,228,55,41,42,37,53
Sturla Ottesen,209,49,28,54,51,27,210,53,31,33,43,50
Carl Klaus,59,10,7,10,23,9,70,8,11,11,29,11
Xiaoxuan Ji,236,46,51,32,58,49,266,59,52,48,48,59
Mohammed Al Subaie,224,51,38,48,56,31,234,56,37,38,46,57
Kai Koreniuk,236,58,50,36,54,38,239,56,43,38,48,54
Marc-Olivier Doué,170,30,24,55,33,28,162,34,35,32,29,32
Dawid Szot,200,43,22,49,56,30,164,31,25,22,35,51
Nigel Langras,197,41,27,50,47,32,229,58,40,39,40,52
Steven Rodríguez,244,38,58,55,46,47,231,62,48,33,35,53
Murat Sevimler,261,35,67,60,50,49,225,55,43,32,36,59
Scott High,271,57,54,48,63,49,298,62,61,50,61,64
Isaak Davies,248,43,61,44,49,51,218,58,48,25,27,60
Stephan Mensah,240,54,48,38,53,47,244,60,44,38,43,59
Dimitris Serpezis,245,52,49,42,60,42,277,58,52,48,57,62
Yassine Benhattab,234,56,41,39,52,46,276,68,54,49,43,62
Mattias Andersson,183,34,26,55,42,26,160,35,24,24,36,41
Alfred Canales,233,42,42,44,66,39,270,48,49,49,63,61
Vladimir Nikolov,260,36,58,64,49,53,200,49,39,31,27,54
Riyadh Sharahili,240,48,44,55,61,32,254,57,41,39,58,59
Jonás Romero,263,48,60,54,56,45,231,52,43,42,39,55
Sotiris Alexandropoulos,242,41,40,52,61,48,240,54,36,38,56,56
Robert Harker,240,33,58,57,48,44,212,54,39,29,33,57
William Seymore,234,52,42,45,57,38,226,52,30,33,56,55
In Soo Yu,284,60,61,55,55,53,280,65,51,46,55,63
Bali Mumba,222,42,41,50,58,31,241,52,42,36,56,55
Idris El Mizouni,240,40,47,48,59,46,272,59,41,60,54,58
Ivan Mayta,66,11,10,14,25,6,62,8,12,13,18,11
Mathis Picouleau,256,48,45,48,66,49,306,61,60,55,65,65
Jason Law,250,52,50,48,50,50,226,50,39,40,47,50
Paul Justiniano,199,30,32,42,57,38,225,42,40,36,55,52
Christopher Engelhart,246,38,58,50,52,48,261,55,65,44,42,55
Naif Kariri,202,53,29,39,54,27,248,55,49,43,47,54
David Min,272,41,62,65,57,47,228,43,51,38,39,57
Qiuming Wang,276,54,53,54,58,57,274,55,49,52,57,61
Tyrese Francois,234,45,43,37,65,44,275,61,51,42,59,62
Mateusz Żukowski,255,41,56,54,59,45,222,55,36,31,42,58
Jefferson Vernaza,238,52,60,31,55,40,236,55,38,33,53,57
Arturo Batioja,267,32,62,63,52,58,219,51,35,38,39,56
Ansou Sow,259,52,55,47,50,55,280,62,57,62,41,58
Guowen Sun,232,49,42,42,58,41,259,56,51,46,53,53
Eduard Florescu,275,52,50,52,62,59,265,57,47,43,60,58
Jean-Marie Plath,131,34,14,25,48,10,145,21,34,13,53,24
Wilfried Bedfian,55,12,3,9,24,7,82,8,12,11,28,23
Brendan Sarpong-Wiredu,235,53,44,44,57,37,246,57,43,39,53,54
Lucas Sanseviero,248,60,58,41,44,45,265,61,59,50,35,60
Jong Hyeok Jeon,59,13,6,13,22,5,64,6,12,11,20,15
Emre Kurt,174,29,23,55,39,28,138,29,22,26,28,33
Luke Byrne,234,59,35,52,55,33,234,49,46,34,51,54
Dean Cornelius,255,59,42,45,61,48,278,58,59,42,60,59
Mediop Ndiaye,246,45,58,48,47,48,218,51,32,41,46,48
Robert Kakeeto,209,38,32,50,55,34,224,48,36,35,51,54
Ji Hwan Moon,205,30,36,61,55,23,207,42,30,25,60,50
Hussain Halawani,256,54,52,50,55,45,276,59,54,54,51,58
Ross Callachan,239,46,32,60,60,41,248,54,42,42,60,50
Adrian Ioniță,203,52,23,45,57,26,204,45,25,34,46,54
Cameron Yates,53,11,7,11,18,6,65,5,12,12,17,19
Gustavo Vintecinco,231,22,55,66,38,50,186,52,26,26,27,55
Wai-Tsun Dai,258,56,48,48,62,44,239,57,33,30,58,61
Gordon Wild,253,36,57,59,50,51,245,56,49,40,41,59
Shuai Yang,187,32,21,52,45,37,171,30,22,26,50,43
Ángel Fraga Camba,67,14,6,10,31,6,97,12,12,10,35,28
Isaak Touré,190,40,21,60,46,23,171,36,25,24,42,44
Mansour Jawhar,86,17,18,16,21,14,97,17,19,20,22,19
Romoney Crichlow,201,42,34,57,33,35,206,55,41,40,32,38
Oskar Nowak,194,56,22,52,44,20,176,48,26,35,22,45
Baltazar Oliveira,241,55,44,49,59,34,268,62,47,43,57,59
Devante Rodney,252,47,56,50,49,50,238,60,46,37,35,60
Daniel Vidal Martínez,254,45,42,57,67,43,274,56,49,46,66,57
Ünal Tosun,224,44,47,31,60,42,258,60,46,37,52,63
Mohammad Al Sharimi,194,47,21,47,53,26,188,43,29,24,37,55
Kakeru Kumagawa,195,55,20,43,56,21,230,47,38,43,50,52
Mons Bassouamina,258,51,58,54,50,45,212,61,34,29,33,55
Eric Martel,178,32,22,56,38,30,154,30,28,28,34,34
Nezar S'rifi,258,53,41,54,67,43,288,56,59,46,67,60
Abdulquddus Attiah,53,12,6,11,15,9,59,10,13,11,14,11
Jonatan Benedetti,283,54,67,47,52,63,275,59,53,49,48,66
Siebren Lathouwers,182,52,26,40,34,30,180,41,29,30,24,56
Mathias Fredriksen,228,58,38,37,45,50,255,71,41,38,36,69
Jesper Isaksen,254,51,49,52,60,42,264,59,45,45,56,59
Ronald Cuellar,197,40,32,36,53,36,214,51,35,32,47,49
George Acosta,215,37,52,34,50,42,291,62,52,68,47,62
Facundo Vigo,234,47,57,33,53,44,259,62,47,42,48,60
Lewis Neilson,181,36,23,52,47,23,185,44,33,28,39,41
Connor van den Berg,55,12,7,11,20,5,61,6,14,10,21,10
Jan de Boer,72,14,7,13,29,9,77,9,12,10,28,18
Sebastián Claure,237,52,53,38,60,34,245,56,42,36,56,55
Jérémy Huysman,152,23,24,50,29,26,142,20,29,24,31,38
Sam Todd,183,22,20,59,54,28,177,38,24,23,50,42
Jakob Voelkerling Persson,170,25,22,52,49,22,184,42,26,25,42,49
Hiroya Matsumoto,244,51,45,54,61,33,247,59,36,35,56,61
Jack Evans,220,42,33,49,65,31,242,52,55,32,55,48
Gonzalo Goñi,197,34,21,58,51,33,159,30,27,26,26,50
Pat Webber,184,23,22,59,54,26,176,29,22,31,50,44
Armando Dobra,244,50,51,39,56,48,267,60,51,48,51,57
Stefan Westra,226,52,32,54,61,27,238,61,41,38,58,40
Augusto Aguirre,181,32,28,60,35,26,159,35,28,26,35,35
Beom Kyung Choi,254,43,58,43,66,44,290,59,58,56,59,58
Yi Luo,256,56,48,42,57,53,245,55,40,42,54,54
James Delianov,68,14,7,11,31,5,82,10,10,12,30,20
Xavier Flores,232,38,54,40,61,39,253,56,41,38,60,58
Ruel Sotiriou,250,48,57,50,52,43,242,57,45,44,41,55
Erik Björndahl,235,28,60,62,42,43,204,48,38,32,29,57
Lino Tempelmann,231,38,36,54,66,37,276,58,50,43,63,62
Yanis Barka,269,48,57,56,53,55,249,55,56,36,49,53
Tass Mourdoukoutas,198,37,26,56,49,30,166,31,31,23,38,43
Fabian Tauchhammer,195,52,17,46,53,27,216,54,29,28,49,56
Pablo Caro,243,42,60,48,61,32,229,60,33,33,58,45
Declan Glass,233,46,52,35,60,40,259,55,48,43,57,56
Jonas Singer,238,51,57,34,54,42,228,56,40,32,42,58
Jake Beesley,254,44,55,57,49,49,230,53,42,38,41,56
Joel Mumbongo,261,41,60,54,49,57,228,52,43,34,44,55
Abdullah Al Yousif,220,50,35,52,52,31,245,46,46,55,45,53
Tom White,231,43,52,45,60,31,256,56,42,44,58,56
Tianyi Qiu,178,25,15,71,45,22,166,50,25,20,26,45
Billy Crellin,58,13,7,13,19,6,71,6,14,11,28,12
Jin Beom An,273,49,59,43,64,58,290,60,55,53,62,60
Sander Sjøkvist,258,58,46,49,59,46,249,51,52,44,50,52
Arnold López,240,40,56,48,63,33,227,53,31,31,57,55
Osaze Urhoghide,191,37,25,51,54,24,191,41,28,26,48,48
Jorge Lumbreras,255,52,48,44,64,47,293,65,52,52,62,62
Alfie Lewis,227,47,53,30,62,35,261,56,41,45,58,61
Ronan Darcy,236,51,49,47,56,33,262,65,52,30,52,63
Saqer Otayf,270,51,58,45,62,54,259,63,42,31,61,62
Marwan Al Haidari,81,15,16,15,17,18,68,15,11,12,16,14
Paul Löhr,58,12,9,10,18,9,72,11,12,12,21,16
José Estupiñán,229,39,40,47,64,39,254,59,37,42,56,60
Marciano Aziz,226,51,41,28,62,44,261,56,56,33,57,59
Sam Nombe,265,53,59,53,50,50,236,56,46,27,48,59
Yousef Omar,254,45,54,57,45,53,230,58,43,31,38,60
Ramiz Zerrouki,262,51,51,45,64,51,305,65,58,53,65,64
Robin Canido,242,43,51,48,60,40,242,55,33,40,53,61
Weiguo Liu,78,11,16,15,22,14,97,17,19,13,27,21
Lachlan Brook,231,42,46,37,58,48,277,65,51,42,56,63
Alex Hartridge,188,47,25,50,40,26,188,43,35,27,36,47
Carlos Solíz,259,26,67,60,51,55,197,48,36,31,27,55
Milton Maciel,222,37,55,43,55,32,250,55,33,40,61,61
Axel Norén,173,21,24,57,49,22,147,33,20,20,44,30
Brian Anunga,228,49,35,37,65,42,255,45,47,37,62,64
Kyriakos Stamatopoulos,88,17,12,14,36,9,76,12,9,9,22,24
Lukas Klitten,210,59,33,44,51,23,230,59,37,32,44,58
Matteo Di Giusto,257,53,58,40,52,54,257,57,53,45,40,62
Abdullah Al Humayan,230,51,37,49,62,31,255,58,37,42,58,60
Ryan Bouallak,68,13,4,12,28,11,76,10,19,12,23,12
Michael Baldisimo,211,41,31,41,62,36,242,47,42,31,60,62
Moritz Römling,215,51,29,55,52,28,202,61,39,28,33,41
Awn Al Saluli,188,32,28,57,48,23,199,29,41,59,38,32
Thamer Al Ali,248,46,53,48,52,49,238,59,45,34,43,57
Mauricio Cabral,258,36,54,60,55,53,216,52,32,34,42,56
Joseph Olowu,196,32,29,58,48,29,177,42,29,23,41,42
Mick Gudra,230,28,61,54,45,42,204,58,33,28,32,53
Huaze Gao,269,49,56,54,54,56,238,58,32,42,52,54
Femi Akinwande,226,32,59,53,45,37,223,55,43,32,37,56
